Celaya,Fedex,Blvd. Adolfo Lopez Mateos 801-A,Entre MAnuel Ocio y Plan de Ayutla,El Vergel,Celaya,Guanajuato,38078,09:00,19:00,,,09:00,13:00,,,,4616160480,,,,20.5191492,-100.8053514,Fedex,QROK
Moroleón,Fedex,Querétaro #65-B,Puebla y Durango,Progreso,Moroleón,Guanajuato,38820,09:00,14:30,,,09:00,14:00,,,,4454581212,,,,20.1257205,-101.1867946,Fedex,MLMM
Chilpancingo,Fedex,30 De Agosto #S/N,Vicente Guerrero y 30 de Agosto,Benito Juarez,Chilpancingo De Los Bravo,Guerrero,39010,09:00,20:00,,,09:00,13:30,,,,7474916254,,,,17.5631133,-99.5100368,Fedex,ACAG
Cuauhtemoc,Fedex,Av.  Cuauhtemoc #11,Neron y Platon,Fracc. Marroquin,Acapulco,Guerrero,39300,09:00,20:30,,,09:00,13:30,,,,7444850912,,,,16.8514316,-99.9071699,Fedex,ACAB
Acapulco Cuauhtemoc,Fedex,Av. Cuauhtemoc #1490,A. de Amezquita y Wilfredo Massieu,Magallanes,Acapulco,Guerrero,39670,08:00,20:00,,,09:00,13:30,,,,7444857591,,,,16.8656445,-99.8783019,Fedex,ACAD
Costera,Fedex,Costera Miguel Aleman #125,Israel; Local S-12,Fracc. Magallanes,Acapulco,Guerrero,39670,10:00,15:00,,,09:00,13:30,,,,7444849639,,,,16.860917,-99.877206,Fedex,ACAC
Diamante,Fedex,Boulevard Naciones #34,Boulevard de las Naciones,Granjas Del Marquez,Acapulco,Guerrero,39890,09:00,13:00,,,09:00,13:30,,,,7444663803,,,,16.8019546,-99.8205926,Fedex,ACAE
Iguala,Fedex,Bandera Nacional #83,Al lado Estrella de Oro,Centro,Iguala De La Independencia,Guerrero,40000,09:00,19:00,,,09:00,13:30,,,,7333326820,,,,18.3421867,-99.530785,Fedex,CVJG
Taxco,Fedex,Av. De Los Plateros #386,Adentro Central Camionera Estrella,Centro,Taxco De Alarcon,Guerrero,40200,09:00,13:00,,,09:00,13:00,,,,7626228155,,,,18.554052,-99.6063317,Fedex,CVJT
Ciudad Altamirano,Fedex,Calz. Rey Irepan Ote #404,Central Camionera Estrella de Oro,Plaza Las Américas,Ciudad Altamirano,Guerrero,40660,09:00,14:00,,,09:00,13:00,,,,7576721103,,,,18.3546616,-100.667768,Fedex,ACAF
Zihuatanejo Centro,Fedex,Heroico Colegio Militar #118,Marina Nacional y Colegio Militar,Centro,Jose Azueta,Guerrero,40880,09:00,14:00,,,09:00,13:30,,,,7555542661,,,,17.6446636,-101.5527758,Fedex,ZIHB
Zihuatanejo Terminal CDO,Fedex,Av Paseo De Zihuatanejo #34,Esq. Jupiter,Zona Industrial,Jose Azueta,Guerrero,40880,09:00,15:00,,,09:00,13:30,,,,7555541361,,,,17.6498375,-101.5444314,Fedex,ZIHC
Pachuca Central,Fedex,Articulo Tercero #27,Esq. Plan de la Noria,Fracc. Constitución,Pachuca,Hidalgo,42080,09:00,20:00,,,10:00,14:00,,,,7717147822,,,,20.1143791,-98.7492464,Fedex,PCAB
Tula de Allende,Fedex,Carretera Tula Refineria #248,FedEx World Service Center,El Cielito,Tula de Allende,Hidalgo,42803,09:00,19:00,,,10:00,14:00,,,,7737322366,,,,20.0530517,-99.3344432,Fedex,PCAC
Tulancingo Central,Fedex,Roberto Tello #101-E,Esq. Blvd. Placenton,Nuevo Tulancingo,Tulancingo,Hidalgo,43612,09:00,19:00,,,10:00,14:00,,,,7757530156,,,,20.1000076,-98.3590455,Fedex,PCAT
Niños Héroes,Fedex,Av. Niños Héroes #2258,Union y Agustin Yañez,Union Obrera,Guadalajara,Jalisco,44140,09:00,19:00,,,09:00,14:00,,,,3336301033,,,,20.6670634,-103.3740694,Fedex,GDLF
La Paz; Guadalajara,Fedex,Av. La Paz #1401,Camarena y Escorza,Americana,Guadalajara,Jalisco,44160,09:00,19:00,,,09:00,14:00,,,,3338264795,,,,20.6700194,-103.3574528,Fedex,GDLE
Oblatos,Fedex,Av. Circunvalación #2285,Frente IMSS 110,Oblatos,Guadalajara,Jalisco,44210,09:00,19:00,,,09:00,14:00,,,,3336551906,,,,20.7065577,-103.3612083,Fedex,GDLCQ
Tránsito,Fedex,Av. Circunvalación Div. del Norte,#1066; FedEx World Service Center,Santa Mónica,Guadalajara,Jalisco,44220,09:00,19:00,,,09:00,14:00,,,,3332800681,,,,20.7061994,-103.3490624,Fedex,GDLJ
Calzada Independencia,Fedex,Clzda.Independencia Norte #344-B,Gomez Cuervo y Pablo Gutierrez,La Perla,Guadalajara,Jalisco,44360,09:00,19:00,,,09:00,14:00,,,,333618338384,,,,20.6781704,-103.3400128,Fedex,LOMCI
Estadio,Fedex,Independencia Norte #2463,Monte Tabor y Lisboa,Independencia,Guadalajara,Jalisco,44379,09:00,19:00,,,09:00,14:00,,,,3336374605,,,,20.7078652,-103.3244558,Fedex,LOMCD
Obregon,Fedex,Diaz Miron #494,Casi Esq. Revolucion,La Loma,Guadalajara,Jalisco,44410,09:00,19:00,,,09:00,14:00,,,,3336540967,,,,20.6591466,-103.3225286,Fedex,LOMCO
Expo (Mariano Otero),Fedex,Av.Mariano Otero #3289-B,Topacio y Joya,Verde Valle,Guadalajara,Jalisco,44550,09:00,19:00,,,09:00,14:00,,,,3331230440,,,,20.6527812,-103.3947272,Fedex,LOMCE
Country,Fedex,Circ. J. Alvarez Del Castillo,#1140-3 Plan d San Luis y Mar Rojo,Chapultepec Country,Guadalajara,Jalisco,44620,09:00,19:00,,,09:00,14:00,,,,3338540780,,,,20.6979488,-103.3700946,Fedex,LOMCY
Providencia,Fedex,Av. Las Américas #1395,Pablo Neruda y Calle Buenos Aires,Providencia,Guadalajara,Jalisco,44630,09:00,19:00,,,09:00,14:00,,,,3338171799,,,,20.6993374,-103.3751173,Fedex,GDLB
Lopez Mateos,Fedex,Av. Lopez Mateos Nte #339,Entre calle reforma y calle la ley,Circnvlción Vallarta,Guadalajara,Jalisco,44680,09:00,19:00,,,09:00,14:00,,,,13336690500,,,,20.6810388,-103.3833436,Fedex,LOMCM
Guadalajara Gonzalez Gallo,Fedex,Calzada Gonzalez Gallo #2994,Nopal y Rio Obi,Alamo Industrial,Tlaquepaque,Jalisco,44895,09:00,19:00,,,09:00,14:00,,,,3336577540,,,,20.6305202,-103.3235436,Fedex,LOMCG
Jardines de la Victoria,Fedex,Mariano Otero #879,Pino y Fresno,Jardnes dla Victoria,Guadalajara,Jalisco,44909,09:00,20:00,,,09:00,14:00,,,,3332683646,,,,20.6606559,-103.380861,Fedex,GDLD
Colon,Fedex,Av. Colon; #1671,Cipres y Pavo Real,Morelos,Guadalajara,Jalisco,44910,09:00,19:00,,,09:00,14:00,,,,3338107861,,,,20.6557977,-103.3621339,Fedex,LOMCC
Industrial,Fedex,Av. Miguel Lopez Legazpi #1629,Esquina Americo Vespucio,18 de Marzo,Guadalajara,Jalisco,44960,09:00,19:00,,,09:00,14:00,,,,3336467920,,,,20.6374922,-103.3739369,Fedex,LOMCL
Prados Vallarta,Fedex,Av Vallarta 4901-B,Esq. Calle a las Montañas,Prados Vallarta,Zapopan,Jalisco,45020,09:00,19:00,,,09:00,14:00,,,,3336133588,,,,20.678043,-103.4188711,Fedex,LOMCT
Plaza del Sol,Fedex,Condoplaza del Sol Local 2,Lopez Mateos y Av Mariano Otero,Rinconada del Sol,Zapopan,Jalisco,45050,09:00,19:00,,,09:00,14:00,,,,3331239423,,,,20.652312,-103.400595,Fedex,GDLC
El Colli,Fedex,Av. Patria #2610 Local 6,Volcan Ajusco y Volcan,El i Urbano,Zapopan,Jalisco,45070,09:00,19:00,,,09:00,14:00,,,,3336283114,,,,20.642261,-103.4206433,Fedex,LOMCU
ITESO,Fedex,Av Camino ITESO; San P Tlaquepaque,#3650; FedEx World Service Center,Plaza Unisur,Guadalajara,Jalisco,45080,09:00,19:00,,,09:00,14:00,,,,338555056,,,,20.611672,-103.4154542,Fedex,GDLM
Patria Sur,Fedex,Av. Patria  #3310,Cruz del Sur,Loma Bonita Sur,Zapopan,Jalisco,45085,09:00,19:00,,,09:00,14:00,,,,3336322442,,,,20.6304744,-103.4059884,Fedex,LOMCP
Pino Suárez,Fedex,Av.Pino Suarez #236,Sarcofago E Industrias,Centro Zapopan,Zapopan,Jalisco,45100,09:00,19:00,,,09:00,14:00,,,,3336330989,,,,20.7252913,-103.390776,Fedex,GDLZ
Santa Margarita,Fedex,Av. Santa Margarita #5054,Cerca Recinto de la paz y Aviacion,Jardin Real,Zapopan,Jalisco,45136,09:00,19:00,,,09:00,14:00,,,,3313714875,,,,20.7305997,-103.4433974,Fedex,GDLN
Ávila Camacho,Fedex,Av. Manuel Avila Camacho  3340,Himno Nacional y Labaro Patrio,Conjunto,Zapopan,Jalisco,45150,09:00,19:00,,,09:00,14:00,,,,3336560851,,,,20.7172585,-103.3821495,Fedex,GDLG
Tonala,Fedex,Av. Tonala #284-H,Clavel,Centro,Tonala,Jalisco,45400,09:00,19:00,,,09:00,14:00,,,,3336830700,,,,20.6188463,-103.2508248,Fedex,LOMT
Álamo,Fedex,Prolongación Parras #2001-C,Parque Industrial Santa Rosa,Alamo Industrial,Tlaquepaque,Jalisco,45593,09:00,22:00,,,09:00,14:00,,,,3312532732,,,,20.6260663,-103.3234487,Fedex,LOMD
El Palomar,Fedex,Av. López Sur #1450; T. de Zúñiga,Plaza Las Villas; Local L-08,Palomar,Guadalajara,Jalisco,45640,09:00,19:00,,,09:00,14:00,,,,3331880162,,,,20.5888852,-103.4450723,Fedex,GDLS
Tlajomulco,Fedex,Aeropuerto Intl.Miguel Hidalgo,frente a  la terminal terrestre,Tlajomulco de Zúñiga,Tlajomulco de Zúñiga,Jalisco,45659,09:00,19:00,,,09:00,14:00,,,,3338371537,,,,20.5259561,-103.307625,Fedex,LOMB
Lagos de Moreno,Fedex,Blvd. Orozco Y Jimenez #236,Jose Becerra y Eutiquio Medina,Los Chirlitos,Lagos de Moreno,Jalisco,47474,10:00,14:30,,,10:00,14:00,,,,4744032036,,,,21.3494976,-101.9410928,Fedex,BJXL
Ocotlán,Fedex,Juárez 327 Local 4,Ocampo y Leandro Valle,Centro,Ocotlan,Jalisco,47800,09:00,19:00,,,09:00,14:00,,,,3929227007,,,,20.3516083,-102.7714205,Fedex,LOMC
Puerto Vallarta,Fedex,Sierra Pirineos #168-C,Rafael Osuna y Fco. Villa,Olimpica,Puerto Vallarta,Jalisco,48310,09:00,19:00,,,09:00,14:00,,,,3222232730,,,,20.629341,-105.2279911,Fedex,PVRB
Hidalgo,Fedex,Av. Hidalgo Oriente #1307,Rafael Alducin y Jaime Nuno,Reforma y Ferrocarri,Toluca,Mexico,50090,09:00,19:00,,,09:00,14:00,,,,7222154618,,,,19.29006,-99.6365882,Fedex,ZMMCL
Independencia,Fedex,Independencia Oriente #1900 C,Albert Einstein y Leonardo Davinci,Zona Industrial,Toluca,Mexico,50090,09:00,19:00,,,09:00,13:00,,,,7222135589,,,,19.2920129,-99.6141247,Fedex,TLCE
Tollocan,Fedex,Paseo Tollocan #500 Pte,Entre Paseo Colon y Jesus Carranza,Residencial n,Toluca,Mexico,50120,10:00,19:00,,,09:00,13:00,,,,7222755240,,,,19.2732759,-99.6587429,Fedex,TLCB
Paseo Tollocan,Fedex,Paseo Tollocan #306 A,M. Salinas y Jose Ma. Pino Suarez,Altamirano,Toluca,Mexico,50130,09:00,21:30,,,09:00,14:00,,,,7222174523,,,,19.2762725,-99.6462589,Fedex,ZMMCT
Aeropuerto Toluca,Fedex,Blvd. Miguel Alemán V.; Aeropuerto,Esq. Agustin Millan,San Pedro Toltepec,Toluca,Mexico,50200,09:00,19:00,,,09:00,13:00,,,,7222755242,,,,19.3180333,-99.564544,Fedex,TLCC
Maravillas,Fedex,Blvd Aeropuerto y Lopez Portillo,Frente Multiplaza Santín,San Mateo Otzacatipa,Toluca,Mexico,50200,09:00,19:00,,,09:00,14:00,,,,7222755206,,,,19.3387391,-99.5780954,Fedex,TLCD
Atlacomulco,Fedex,Rafael Favila #5,Ignacio Zaragoza E Hidalgo,Centro Atlacomulco,Atlacomulco,Mexico,50450,09:00,19:00,,,09:00,14:00,,,,7121223232,,,,19.7982757,-99.8725467,Fedex,ZMMCO
San Mateo,Fedex,Tollocan #112,Av. Benito Juarez y Diag. Zapata,San Mateo Atenco,San Mateo Atenco,Mexico,52105,09:00,19:00,,,09:00,14:00,,,,7282826555,,,,19.2843887,-99.5275513,Fedex,ZMMCS
Metepec,Fedex,Solidaridad Las Torres #340,Tecnológico y Adolfo Lopez M.,Salvador Tizatlalli,Metepec,Distrito Federal,52179,09:00,18:00,,,09:00,13:00,,,,7222716173,,,,19.2767446,-99.5802415,Fedex,TLCCS
Atizapán,Fedex,Blvd. Adolfo Lopez Mateos #9-2;,Monte Sol y Cda. El Potrero,El Potrero,Ciudad Adolfo Lopez Mateos,Mexico,52975,09:00,15:30,,,09:00,15:00,,,,5553622558,,,,19.5452265,-99.2362592,Fedex,PPET
Satelite,Fedex,Blvd. Manuel A.Camacho No 1840,Antes de llegar a Gasolinera,Ciudad Satélite,Naucalpan de Juárez,Mexico,53100,09:00,19:00,,,09:00,14:00,,,,5553937251,,,,19.4990589,-99.2373183,Fedex,MEXF
Zona Azul,Fedex,Cto. Circunvalacion Pte F1; L5,FedEx World Service Center,Cd Satélite,Naucalpan,Distrito Federal,53100,09:00,19:00,,,09:00,14:00,,,,5553930511,,,,19.506495,-99.24639,Fedex,NLUCE
Satélite Florida,Fedex,Blvd Manuel Avila Camacho #1695,Entre Primavera y Florida,Florida,Naucalpan de Juárez,Mexico,53160,09:00,22:30,,,09:00,15:00,,,,5553634222,,,,19.4982561,-99.2366124,Fedex,PPEE
Echegaray,Fedex,Vía Gustavo Baz #193-A,Valparaiso y Encarnacion,B. de Echegaray,Naucalpan de Juárez,Mexico,53300,09:00,19:00,,,09:00,15:00,,,,5553633084,,,,19.4918107,-99.2279062,Fedex,PPEO
Av.16 de Septiembre,Fedex,Av.16 de Septiembe #113-1,Calle 4 y Calle 2,Alce Blanco,Naucalpan de Juárez,Mexico,53370,09:00,22:00,,,09:00,15:00,,,,5553587652,,,,19.4665628,-99.2194923,Fedex,PPEJ
Alce Blanco,Fedex,Calle 5  Letra G #24,16 de Sep. y Victoria,Alce Blanco,Naucalpan de Juárez,Mexico,53370,09:00,21:30,,,09:00,14:00,,,,5555769232,,,,19.4724897,-99.2226166,Fedex,PPEU
Naucalpan,Fedex,Enrique Jacob 16,Candido Aguilar y Blvd Toluca,San Andres Atoto,Naucalpan de Juárez,Mexico,53489,09:00,21:30,,,09:00,14:00,,,,18009001100,,,,19.4682061,-99.2282388,Fedex,NLUC
Av.Primero de Mayo,Fedex,Av. Primero de Mayo #235,Av. El Olivar y Av. Sn Esteban,Industrial,Naucalpan de Juárez,Mexico,53550,09:00,19:00,,,09:00,15:00,,,,5553595165,,,,19.4650722,-99.2328355,Fedex,PPEG
Tecamachalco,Fedex,Av. Fuentes 184-5,Fte Fuentes Sansulpico y Concordia,Loms de Tecamachalco,Naucalpan de Juárez,Mexico,53950,10:00,19:00,,,09:00,15:00,,,,5552949335,,,,19.4218526,-99.2377758,Fedex,PPED
Avenida  Hidalgo,Fedex,Av. Hidalgo #38,Rio Lerma y Valle de Bravo,Fracc La Romana,Tlalnepantla de Baz,Mexico,54015,09:00,22:00,,,09:00,15:00,,,,5553906310,,,,19.5462923,-99.1939706,Fedex,PPEB
Tlalnepantla ADO,Fedex,Av.Gustavo Baz 2218,Mariano Escobedo y Emilio Cardenas,Centro Ind.Tlalnepan,Tlalnepantla de Baz,Mexico,54060,09:00,22:00,,,09:00,15:00,,,,5553845005,,,,19.5422942,-99.2061129,Fedex,PPEC
Av. Adolfo Lopez,Fedex,Av. Adolfo Lopez Mateos #22-5,Calz. de las Armas y G Baz,Puente de Vigas,Tlalnepantla de Baz,Mexico,54090,09:00,19:30,,,09:00,15:00,,,,5553629097,,,,19.5115578,-99.2138442,Fedex,NLUJ
Mundo E,Fedex,Blvd a Querétaro #63 V. de la Loma,FedEx World Service Center,Viveros de la Loma,Tlalnepantla de Baz,Mexico,54150,09:00,19:00,,,09:00,14:00,,,,5550848033,,,,19.5401426,-99.1801498,Fedex,MUGI
Valle Ceylan,Fedex,Av.Toluca #17; Local H,Entre Chihuahua y Culiacan,Valle Ceylan,Tlalnepantla de Baz,Mexico,54150,09:00,19:30,,,09:00,15:00,,,,5953691424,,,,19.5449771,-99.1824491,Fedex,PPES
Cuautitlán,Fedex,Conjunto Sagitario#15-Mz(Operagua),Constitucion y Jimenez Cantú,Ctro Urbano Cuautitl,Cuautitlán Izcalli,Mexico,54700,09:00,19:00,,,09:00,15:00,,,,5558732090,,,,19.6593224,-99.2076606,Fedex,PPEP
Las Haciendas,Fedex,Huehuetoca Esq Jorge Jimenez Cantú,Super Plaza las Haciendas l-20,Ex-Hda San Miguel,Cuautitlan Izcalli,Distrito Federal,54715,09:00,19:00,,,09:00,14:00,,,,5522293116,,,,19.6870615,-99.2130657,Fedex,MUGCE
San Martin Obispo,Fedex,Barranca honda s/n lote 2,En Parque Logistico,San Martin Obispo,Cuautitlán Izcalli,Mexico,54769,09:00,22:00,,,09:00,15:00,,,,5515552824,,,,19.5936536,-99.2095357,Fedex,MUGZ
Cuamatla,Fedex,Cal de Guadalupe #7-15; Cuautitlán,Col. Parque Industrial Cuamatla,Parque Industrial Cuamatla ,Cuautitlán,Mexico,54840,09:00,19:00,,,09:00,14:00,,,,5526201835,,,,19.6682739,-99.1955978,Fedex,MUGG
Plasalud,Fedex,Av. José López Portillo Loc. L-04,FedEx World Service Center,Guadalupe Victoria,Ecatepec de Morelos,Mexico,55010,09:00,19:00,,,09:00,14:00,,,,5526224932,,,,19.6186608,-99.0664715,Fedex,MEXQ
Plaza Cóndor,Fedex,Av. Central Mz. 11 Lote 7,8 y 9 s/n.,Rinconada de Aragón,Ecatepec de Morelos,Mexico,55060,09:00,19:00,,,09:00,14:00,,,,5522330762,,,,19.620289,-99.0031589,Fedex,MEXV
Cd. Aztecas,Fedex,Av de los Aztecas; Manzana 418,Lote 41 FedEx World Service Center,Cd. Azteca,Ecatepec de Morelos,Mexico,55120,09:00,18:30,,,09:00,14:00,,,,5522331334,,,,19.5352844,-99.0225948,Fedex,MUGX
Xalostoc,Fedex,Avenida Via Morelos #601-4,Tenochtitlan y Cuauhtemoc,San Pedro Xalostoc,Ecatepec de Morelos,Mexico,55310,09:00,19:00,,,09:00,14:00,,,,5557916441,,,,19.5302077,-99.0746101,Fedex,CZAD
Ecatepec,Fedex,Via Morelos #178-G,Rio Bravo y Prol. Onimex,Nuevo Laredo,Ecatepec de Morelos,Mexico,55400,10:00,19:00,,,09:00,14:00,,,,5511154916,,,,19.5776871,-99.0420736,Fedex,CZAX
Tecamac,Fedex,Carretera México - Pachuca Km 38.5,Amarguras y Francisc,Centro,Felipe Villanueva Tecámac,Distrito Federal,55740,09:00,18:00,,,09:00,14:00,,,,5559344316,,,,19.7136359,-98.97376,Fedex,PCACT
Los Reyes,Fedex,Carr.Fed.Mex-Puebla.#30-D,Simon Bolivar y las Flores,Los Reyes Acaquilpan,Los Reyes Acaquilpan (La Paz),Mexico,56400,09:00,18:00,,,09:00,14:00,,,,5558576341,,,,19.356036,-98.9812145,Fedex,CZAT
Ixtapaluca,Fedex,Boulevard Cuauhtémoc #2611,FedEx World Service Center,Tlapacoya,Ixtapaluca,Mexico,56563,09:00,18:00,,,09:00,14:00,,,,5559747245,,,,19.3095855,-98.9189308,Fedex,CZAI
Aragón,Fedex,Avenida  1 #112. Mz 163 Lt 13,Hank Gonzalez y Av. 1,Campestre Guadalupan,Ciudad Nezahualcoyotl,Mexico,57120,09:00,18:30,,,09:00,15:00,,,,5557803997,,,,19.4791316,-99.0527897,Fedex,CZACB
Nezahualcoyotl,Fedex,Ave. Adolfo Lopez Mateos #95,Escalerilla e Indio triste,Metropolitana 2da,Ciudad Nezahualcoyotl,Mexico,57740,09:00,18:00,,,09:00,13:00,,,,5557652294,,,,19.3932572,-99.0323713,Fedex,CZACN
Paseo de la Republica,Fedex,Paseo de la República  821,Av Guadalupe Victoria y C Rovirosa,El Realito,Morelia,Michoacán,58116,09:00,20:00,,,09:00,14:00,,,,4433088810,,,,19.7241075,-101.1976217,Fedex,MLMC
Mil Cumbres,Fedex,Av. Acueducto #3208,Esq. Luis Martinez de Castro,C. Poblado Osen,Morelia,Michoacán,58270,10:00,19:00,,,09:00,14:00,,,,4433155309,,,,19.6949776,-101.1544486,Fedex,MLMCM
Morelia Camelinas,Fedex,Av.Camelinas #3026,Recursos Hidraulicos,5 de Diciembre,Morelia,Michoacán,58296,09:00,19:00,,,09:00,14:00,,,,4433249826,,,,19.6861693,-101.1627697,Fedex,MLMB
Zamora.,Fedex,5 de Mayo #641,M. Navarrete y Virrey de Almanza,El Duero,Zamora,Michoacán,59690,09:00,14:30,,,09:00,14:00,,,,3515120195,,,,19.9782266,-102.2839379,Fedex,MLMZ
Uruapan,Fedex,Av. Juárez #28,Aldama y 5 de Febrero,Centro,Uruapan,Michoacán,60000,09:00,14:00,,,09:00,14:00,,,,4525272303,,,,19.416192,-102.0625945,Fedex,MLMU
Lazaro Terminal CDO,Fedex,Corregidora #318,Corregidora Esq Rector Hidalgo,Centro,Lazaro Cardenas,Michoacán,60950,09:00,14:00,,,09:00,14:00,,,,7535374942,,,,17.9558105,-102.1979048,Fedex,LZCB
Cuernavaca,Fedex,Av. Morelos Sur #179,Costado de Central Camionera Est,Palmas,Cuernavaca,Michoacán,62070,08:00,19:00,,,09:00,13:00,,,,7773187999,,,,18.8949504,-99.2289988,Fedex,CVJE
Plaza Corporativa,Fedex,Av. Domingo Diez #1589; L25,H Colegio Militar,Empleado,Cuernavaca,Michoacán,62253,09:00,19:00,,,09:00,13:00,,,,7773114166,,,,18.9591814,-99.2383745,Fedex,CVJB
Cuernavaca Teopanzolco,Fedex,Av. Teopanzolco No 224 local 2,Casiesq Rio Mayo fte hospital Cent,Vista Hermosa,Cuernavaca,Michoacán,62290,09:00,19:00,,,09:00,13:00,,,,7773152738,,,,18.9329511,-99.2206724,Fedex,CVJC
Insurgentes (CVA),Fedex,Av. Insurgentes #104 Bodega 5,A 50 Mts del Crucero de Tejalapa,Moctezuma,Jiutepec,Michoacán,62550,09:00,20:30,,,09:00,13:00,,,,7773218201,,,,18.8970674,-99.1716768,Fedex,CVJJ
Cuautla,Fedex,Av. 2 De Mayo #97,Costado de Central Camionera Cri,Centro,Cuautla,Michoacán,62740,09:00,19:00,,,09:00,13:00,,,,7353522818,,,,18.811036,-98.9517988,Fedex,CVJM
Jojutla,Fedex,Josefa O. De Dominguez #404,Frente al IMSS; entre Narcizo M,Centro,Jojutla,Michoacán,62900,09:00,15:00,,,09:00,15:00,,,,7343428730,,,,18.6165394,-99.1767068,Fedex,QCUCJ
Tepic,Fedex,Av.Insurgentes #310 Pte.,Paseo Alameda y Circuito Estadio,Centro,Tepic,Nayarit,63000,09:00,14:00,,,09:00,14:00,,,,3112155935,,,,21.4978284,-104.8850909,Fedex,TPQB
Centro Monterrey,Fedex,Cuauhtemoc #961,Esq con Ocampo,Centro,Monterrey,Nuevo Leon,64000,09:00,13:00,,,10:00,13:00,,,,8183445052,,,,25.6669793,-100.3195374,Fedex,MMCO
Simon Bolivar,Fedex,Avenida Simon Bolivar #2133,Casi Esq Ave Ruiz Cortinez,Mitras,Monterrey,Nuevo Leon,64460,09:00,13:00,,,10:00,13:00,,,,8183332028,,,,25.7037199,-100.3423824,Fedex,MMCL
Leones,Fedex,Av. Leónes #539 Ote,Entre Gonzalitos y Simon Bolivar,Mitras,Monterrey,Nuevo Leon,64460,09:00,19:00,,,10:00,13:00,,,,18183483514,,,,25.6958668,-100.3401082,Fedex,MMCCO
Los Angeles,Fedex,Felix U Gomez #4100-B,Esq Ave los Angeles,Juana De Arco,Monterrey,Nuevo Leon,64510,09:00,13:00,,,10:00,13:00,,,,8183947276,,,,25.7074448,-100.2852657,Fedex,MMCK
Colón,Fedex,Av. Colon #1101,Esq Diego de Montemayor,Centro,Monterrey,Nuevo Leon,64570,09:00,19:00,,,10:00,13:00,,,,8183742172,,,,25.6849121,-100.3032966,Fedex,MMCJ
Las Torres,Fedex,Sendero Sur del Ejido #2900 Loc19,Entre Alcaldias,Balcones del Mirador,Monterrey,Nuevo Leon,64790,09:00,13:00,,,10:00,13:00,,,,8113530507,,,,25.6652044,-100.2970309,Fedex,MMCG
Garza Sada,Fedex,Av. Eugenio Garza Sada #275,A Dos Cuadras de Morones Prieto,Caracol,Monterrey,Nuevo Leon,64810,09:00,13:00,,,10:00,13:00,,,,8181902000,,,,25.6650051,-100.297205,Fedex,MMCP
Revolución,Fedex,Avenida Revolución Sur #635,Ave Chapultepec,Buenos Aires,Monterrey,Nuevo Leon,64820,09:00,19:00,,,10:00,13:00,,,,8180407986,,,,25.664224,-100.2834344,Fedex,MMCCN
Country,Fedex,Capricornio 101-9,Casi con Garza Sada,Country,Monterrey,Nuevo Leon,64860,09:00,19:00,,,10:00,13:00,,,,8183572442,,,,25.6375983,-100.2830855,Fedex,MTYB
Escobedo,Fedex,Av. Raúl Salinas Lozano #302,Insurgentes y Chihuahua,Villas De Escobedo,General Escobedo,Nuevo Leon,66055,09:00,13:00,,,10:00,13:00,,,,8181565800,,,,25.7695074,-100.3162344,Fedex,MMCF
Del Valle,Fedex,Calz. San Pedro #117-6,Esq. Rio Mississipi,Del Valle,San Pedro Garza García,Nuevo Leon,66220,09:00,18:00,,,09:00,13:00,,,,8183567922,,,,25.6588646,-100.3700296,Fedex,MTYC
San Pedro,Fedex,Av. Vasconcelos #710,Rio Lis y Rio Mosa,San Pedro,San Pedro Garza García,Nuevo Leon,66220,09:00,13:00,,,10:00,13:00,,,,8183389688,,,,25.6565689,-100.387976,Fedex,MMCE
Universidad,Fedex,Av. Universidad #203,Esq Ave Central y Anahuac,Chapultepec,San Nicolás de los Garza,Nuevo Leon,66424,09:00,13:00,,,10:00,13:00,,,,8183524524,,,,25.750157,-100.2992249,Fedex,MMCD
Apodaca,Fedex,Oaxaca 504 B,I. Zaragoza y Jose Ma Morelos,Centro,Apodaca,Nuevo Leon,66600,09:00,13:00,,,10:00,13:00,,,,8183863564,,,,25.7850083,-100.1907174,Fedex,MMCQ
Almacentro,Fedex,Calle B #506; Lote 4 Mz. 75,Esq. Av A.,Parque Industrial,Apodaca,Nuevo Leon,66600,09:00,19:00,,,10:00,13:00,,,,8181565802,,,,25.755318,-100.1946905,Fedex,MTYE
Aeropuerto Monterrey,Fedex,Carretera Miguel Alemán Km. 24,Zona de Carga,Aeropuerto Inernacio,Apodaca,Nuevo Leon,66633,09:00,19:00,,,10:00,13:00,,,,8181567564,,,,25.7520248,-100.1992532,Fedex,MTYD
Miguel Alemán,Fedex,Av. Miguel Aleman #1101 L-1,Ave. Apolo,Nueva Linda Vista,Guadalupe (Ciudad Guadalupe),Nuevo Leon,67110,09:00,13:00,,,10:00,13:00,,,,8114310788,,,,25.7080699,-100.2233566,Fedex,MMCC
Linda Vista,Fedex,Av. Miguel Aleman Ote.#221,Ave Linda Vista,Lindavista,Guadalupe (Ciudad Guadalupe),Nuevo Leon,67130,09:00,19:00,,,10:00,13:00,,,,8181345420,,,,25.6904954,-100.2526053,Fedex,MMCCG
Exposición,Fedex,Av. Benito Juarez Ote #1604,Esq Ave Tolteca,Fracc. Exposición,Guadalupe (Ciudad Guadalupe),Nuevo Leon,67150,09:00,13:00,,,10:00,13:00,,,,8124591196,,,,25.6781784,-100.2366695,Fedex,MMCB
